"","game_str","play_id","valid_steal","first_baserunner.x","second_baserunner.x","diagonalpitch_time","diagonalexchange_time","diagonalpop_time","sb_entry_time","sb_entry_x","eb_entry_y","tb_entry_time","tb_entry_x","tb_entry_y","fb_start_time","fb_start_x","fb_start_y","sb_start_time","sb_start_x","sb_start_y","fb_leadoff","time_to_second","time_to_third","sb_leadoff"
"123","1884_044.5_Vis1AP_Home1A",2,0,2052,NA,0.5,0.7,1.9,62.391,11.6787,117.9504,NA,NA,NA,59.241,56.943,74.2671,NA,NA,NA,12.0295894946586,3.15,NA,NA
"124","1884_044.5_Vis1AP_Home1A",17,0,NA,753,0.5,0.65,1.55,NA,NA,NA,656.041,-47.5716,78.6618,NA,NA,NA,652.891,-10.3995,118.812,NA,NA,3.15000000000009,13.4110635018256
"125","1884_044.5_Vis1AP_Home1A",96,1,9878,NA,0.55,0.85,2.1,3570.145,11.5416,118.3521,NA,NA,NA,3565.895,54.2796,71.9781,NA,NA,NA,11.7652263798875,4.25,NA,NA
"126","1884_045_Vis1AP_Home1A",25,0,753,NA,0.45,0.7,2.05,719.906,10.7442,117.7416,NA,NA,NA,716.306,54.726,72.9819,NA,NA,NA,12.2047700351133,3.59999999999991,NA,NA
"127","1884_046_Vis1AP_Home1A",146,0,753,NA,0.5,0.6,1.95,4680.23,10.8033,117.3762,NA,NA,NA,4676.63,54.9552,72.1884,NA,NA,NA,11.4548119844893,3.59999999999945,NA,NA
"128","1884_048_Vis1AQ_Home1A",135,1,7895,NA,0.6,0.95,1.75,4339.321,11.0778,116.7678,NA,NA,NA,4335.071,54.6054,72.3903,NA,NA,NA,11.8390031358219,4.25,NA,NA
"129","1884_049_Vis1AQ_Home1A",41,0,6887,NA,0.5,0.8,1.95,1309.862,10.6932,117.4296,NA,NA,NA,1305.112,55.3737,73.245,NA,NA,NA,12.0077801732877,4.75,NA,NA
"130","1884_050_Vis1AQ_Home1A",129,1,630,NA,0.528,0.693,2.013,4324.117,10.662,117.3357,NA,NA,NA,4319.332,55.7079,72.2085,NA,NA,NA,10.983849537389,4.78499999999985,NA,NA
"131","1884_051_Vis3AL_Home3A",60,1,2339,NA,0.55,0.75,1.95,1534.676,10.7922,117.9354,NA,NA,NA,1531.926,54.8613,73.8225,NA,NA,NA,12.7773876805864,2.75,NA,NA
"132","1884_051_Vis3AL_Home3A",104,1,3757,NA,0.5,0.9,2.05,3009.326,11.4147,119.0316,NA,NA,NA,3005.226,54.2706,71.1552,NA,NA,NA,11.2037654116819,4.09999999999991,NA,NA
"133","1884_051_Vis3AL_Home3A",258,0,2092,3757,0.5,0.7,1.5,NA,NA,NA,8708.693,-62.1279,66.51,8707.643,54.4944,78.5418,8703.643,-12.1314,121.7646,16.9540723898419,NA,5.04999999999927,13.3263086832026
"134","1884_051_Vis4AS_Home4A",32,1,586,NA,0.6,0.7,2,937.944,9.8631,120.6588,NA,NA,NA,935.044,55.0614,72.6621,NA,NA,NA,11.7442596348173,2.89999999999998,NA,NA
"135","1884_054_Vis4AT_Home4A",40,0,NA,460,0.5,1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.212,-10.2021,120.276,NA,NA,NA,12.374928703229
"136","1884_054_Vis4AT_Home4A",141,0,879,NA,0.5,0.8,2,NA,NA,NA,NA,NA,NA,4772.292,55.8834,73.1625,NA,NA,NA,11.6414113323944,NA,NA,NA
"137","1884_054_Vis4AT_Home4A",164,1,467,NA,0.5,0.65,1.9,NA,NA,NA,NA,NA,NA,5583.392,55.7925,74.0361,NA,NA,NA,12.4156776480384,NA,NA,NA
"138","1884_055_Vis4AT_Home4A",101,1,4553,NA,0.45,0.75,1.9,3082.288,11.4654,117.6591,NA,NA,NA,3077.488,56.1444,73.8465,NA,NA,NA,12.0660511191525,4.80000000000018,NA,NA
"139","1884_056_Vis1AR_Home1A",76,0,753,NA,0.495,0.726,1.947,2681.222,11.1852,116.6103,NA,NA,NA,2676.932,54.4854,72.9855,NA,NA,NA,12.3636935990019,4.29000000000042,NA,NA
"140","1884_056_Vis1AR_Home1A",100,1,7127,NA,0.561,0.627,1.815,3372.441,11.2947,117.2988,NA,NA,NA,3367.656,56.6442,71.5425,NA,NA,NA,9.88348257903053,4.78499999999985,NA,NA
"141","1884_056_Vis1AR_Home1A",192,0,NA,423,0.594,2.475,3.333,NA,NA,NA,6491.67,-54.6315,74.058,NA,NA,NA,6485.73,-9.8031,119.4333,NA,NA,5.94000000000051,12.5567300878851
"142","1884_057_Vis2AL_Home2A",8,0,4648,NA,0.55,0.7,1.9,171.054,12.2454,117.8187,NA,NA,NA,166.654,57.0684,73.1379,NA,NA,NA,10.9812494266363,4.40000000000001,NA,NA
"143","1884_057_Vis2AL_Home2A",251,NA,NA,NA,0.55,0.75,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","1884_058_Vis2AL_Home2A",210,1,993,NA,0.5,0.7,1.85,6872.164,10.4322,116.8686,NA,NA,NA,6868.114,54.5991,73.3989,NA,NA,NA,12.6067796847569,4.05000000000018,NA,NA
"145","1884_059_Vis1AS_Home1A",91,0,2560,NA,0.55,0.6,1.9,3081.32,10.7763,116.541,NA,NA,NA,3077.22,55.0827,73.3734,NA,NA,NA,12.2861134151529,4.10000000000036,NA,NA
"146","1884_059_Vis1AS_Home1A",183,1,963,NA,0.5,0.9,2.15,6362.273,10.7856,117.5064,NA,NA,NA,6358.473,55.5795,73.2021,NA,NA,NA,11.8507702981705,3.80000000000018,NA,NA
"147","1884_059_Vis1AS_Home1A",202,1,NA,9919,0.45,1.05,1.9,NA,NA,NA,7051.723,-58.5183,70.0395,NA,NA,NA,7048.323,-15.5784,119.9748,NA,NA,3.39999999999964,17.2061760307164
"148","1884_059_Vis1AS_Home1A",239,1,9473,NA,0.45,0.65,1.9,8253.923,9.753,116.2935,NA,NA,NA,8250.023,55.6515,70.9242,NA,NA,NA,10.0530434143099,3.90000000000146,NA,NA
"149","1884_060_Vis1AS_Home1A",17,0,2560,NA,0.55,0.7,1.95,455.125,10.0989,116.7648,NA,NA,NA,450.625,55.4007,72.7053,NA,NA,NA,11.5638234412326,4.5,NA,NA
"150","1884_060_Vis1AS_Home1A",46,0,9473,9728,0.45,0.75,1.9,NA,NA,NA,NA,NA,NA,1426.075,56.4696,71.9862,1424.825,-18.9795,119.4567,10.3438891428708,NA,NA,20.5286493257594
"151","1884_060_Vis1AS_Home1A",98,1,892,NA,0.5,0.7,2,3669.458,10.203,116.2827,NA,NA,NA,3665.758,55.9623,72.6849,NA,NA,NA,11.2073265902266,3.70000000000027,NA,NA
"152","1884_060_Vis2AL_Home2A",151,0,615,NA,0.55,0.8,2.05,4615.783,10.0251,116.6592,NA,NA,NA,4611.533,56.2578,71.8125,NA,NA,NA,10.3324715867018,4.25,NA,NA
"153","1884_062_Vis2AM_Home2A",54,NA,NA,NA,0.5,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","1884_063_Vis2AM_Home2A",154,0,471,NA,0.462,0.66,1.848,5187.648,9.9096,115.2708,NA,NA,NA,5182.599,55.5492,72.9447,NA,NA,NA,11.6623149815978,5.04899999999998,NA,NA
"155","1884_063_Vis3AM_Home3A",60,1,NA,651,0.5,0.7,1.55,NA,NA,NA,2173.681,-48.2226,79.4838,NA,NA,NA,2170.081,-12.5892,116.6481,NA,NA,3.59999999999991,16.4780233720553
"156","1884_063_Vis3AM_Home3A",146,1,4983,NA,0.45,0.65,1.95,4763.731,11.6982,117.2019,NA,NA,NA,4760.931,55.6245,72.9714,NA,NA,NA,11.6384709567022,2.80000000000018,NA,NA
"157","1884_064_Vis3AM_Home3A",48,1,3684,NA,0.5,0.55,1.8,1171.424,10.98,117.3159,NA,NA,NA,1168.574,54.8277,73.6419,NA,NA,NA,12.6544916492129,2.84999999999991,NA,NA
"158","1884_065_Vis1AT_Home1A",21,1,626,NA,0.55,0.75,2,551.768,10.6314,116.2137,NA,NA,NA,548.068,56.6604,73.0563,NA,NA,NA,11.1224264371584,3.70000000000005,NA,NA
"159","1884_066_Vis1AT_Home1A",97,0,5419,NA,0.55,0.6,1.85,3474.577,12.3315,117.8133,NA,NA,NA,3471.077,57.0351,74.655,NA,NA,NA,12.33191554504,3.5,NA,NA
"160","1884_066_Vis1AT_Home1A",118,1,7735,NA,0.55,0.6,1.9,4388.527,10.9632,117.1944,NA,NA,NA,4384.977,55.2399,73.0656,NA,NA,NA,11.9465059063309,3.55000000000018,NA,NA
"161","1884_067_Vis1AT_Home1A",72,1,NA,753,0.45,0.8,1.7,NA,NA,NA,2634.227,-47.6457,77.2974,NA,NA,NA,2631.127,-12.9276,119.406,NA,NA,3.09999999999991,15.1368001162729
"162","1884_067_Vis1AT_Home1A",154,0,423,NA,0.45,0.7,2,5310.927,10.7361,116.4687,NA,NA,NA,5306.377,55.2105,72.0066,NA,NA,NA,11.149418182578,4.54999999999927,NA,NA
"163","1884_067_Vis1AT_Home1A",192,1,753,NA,0.5,0.7,1.85,6694.477,10.2132,116.9271,NA,NA,NA,6690.777,55.8729,71.0226,NA,NA,NA,9.97436580289694,3.69999999999982,NA,NA
"164","1884_067_Vis1AT_Home1A",228,0,877,NA,0.5,0.75,2.05,8127.077,10.7181,117.2379,NA,NA,NA,8122.277,56.1234,70.8906,NA,NA,NA,9.70870145385057,4.80000000000018,NA,NA
"165","1884_068_Vis4AU_Home4A",16,1,9004,NA,0.5,0.7,2.05,434.762,12.1785,117.9267,NA,NA,NA,432.012,56.3343,74.331,NA,NA,NA,12.3816900902098,2.75,NA,NA
"166","1884_068_Vis4AU_Home4A",31,1,561,NA,0.45,0.65,2,1054.762,11.0442,118.236,NA,NA,NA,1050.812,56.7726,73.8342,NA,NA,NA,11.7323317546002,3.95000000000005,NA,NA
"167","1884_068_Vis4AU_Home4A",242,1,9004,NA,0.45,0.7,1.9,8593.762,9.8487,120.54,NA,NA,NA,8590.062,55.689,73.5294,NA,NA,NA,12.0534689347092,3.70000000000073,NA,NA
"168","1884_070_Vis4AU_Home4A",153,0,460,NA,0.462,0.792,1.98,4504.726,11.4684,117.756,NA,NA,NA,4501.822,55.3725,74.7225,NA,NA,NA,13.2200553138026,2.90399999999954,NA,NA
"169","1884_071_Vis2AN_Home2A",149,1,973,993,0.55,0.75,1.55,5250.02,12.0387,117.5028,5249.02,-48.597,78.6561,5245.42,56.5974,75.5952,5245.82,-10.1571,117.8082,13.3685567583042,4.60000000000036,3.20000000000073,13.8881847499952
"170","1884_071_Vis2AN_Home2A",212,0,4358,NA,0.6,0.6,1.8,7490.17,10.119,116.7891,NA,NA,NA,7485.67,55.7478,73.4046,NA,NA,NA,11.9174816970701,4.5,NA,NA
"171","1884_074_Vis1AU_Home1A",50,0,5554,NA,0.45,0.65,1.9,1680.304,10.7229,117.18,NA,NA,NA,1675.604,57.0024,70.1325,NA,NA,NA,8.55933280168495,4.70000000000005,NA,NA
"172","1884_075_Vis3AN_Home3A",111,0,NA,544,0.45,0.65,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300.925,-10.5309,124.0293,NA,NA,NA,11.0212025342065
"173","1884_075_Vis3AN_Home3A",155,1,475,786,0.55,0.65,1.5,4824.625,11.7204,117.0864,4824.125,-47.7408,79.41,4820.575,54.1269,74.208,4820.425,-13.1982,119.1711,13.5328313227499,4.05000000000018,3.69999999999982,15.4902144094264
"174","1884_075_Vis3AN_Home3A",164,1,345,NA,0.5,0.6,1.9,5110.825,10.7913,116.5176,NA,NA,NA,5107.225,54.0711,74.7828,NA,NA,NA,14.0201059571602,3.59999999999945,NA,NA
"175","1884_076_Vis3AN_Home3A",114,0,572,NA,0.5,0.6,1.9,3331.844,10.5417,117.5112,NA,NA,NA,3328.394,54.8403,74.0745,NA,NA,NA,12.9916029164996,3.45000000000027,NA,NA
"176","1884_077_Vis1AU_Home1A",147,0,423,NA,0.495,0.693,1.98,5972.375,11.0091,117.3012,NA,NA,NA,5968.118,55.8888,71.8233,NA,NA,NA,10.5706459750575,4.25699999999961,NA,NA
"177","1884_077_Vis1AU_Home1A",174,1,959,NA,0.561,0.66,2.079,7045.738,11.9658,117.9729,NA,NA,NA,7041.382,55.8339,73.0551,NA,NA,NA,11.5824856235611,4.35600000000068,NA,NA
"178","1884_077_Vis1AU_Home1A",202,1,626,NA,0.495,0.627,1.947,8117.876,11.0688,116.8005,NA,NA,NA,8113.355,56.6604,75.8694,NA,NA,NA,13.5867541568985,4.52100000000064,NA,NA
"179","1884_077_Vis3AO_Home3A",15,0,5207,NA,0.5,0.7,1.95,316.59,10.8291,118.1769,NA,NA,NA,313.09,56.175,72.2895,NA,NA,NA,10.7628005300665,3.5,NA,NA
"180","1884_077_Vis3AO_Home3A",71,0,NA,651,0.45,0.75,1.5,NA,NA,NA,2202.34,-47.5764,79.0008,NA,NA,NA,2198.44,-9.4845,118.7082,NA,NA,3.90000000000009,12.784032833578
"181","1884_077_Vis3AO_Home3A",173,0,5207,NA,0.5,0.5,1.4,NA,NA,NA,NA,NA,NA,5736.04,53.4873,75.5913,NA,NA,NA,15.0170158480305,NA,NA,NA
"182","1884_078_Vis3AO_Home3A",57,1,345,NA,0.45,0.7,2.05,1596.328,10.3419,117.3486,NA,NA,NA,1592.628,54.534,74.0964,NA,NA,NA,13.1937264243276,3.70000000000005,NA,NA
"183","1884_078_Vis3AO_Home3A",63,1,NA,345,0.5,0.55,1.5,NA,NA,NA,1771.228,-47.8359,78.4884,NA,NA,NA,1767.328,-10.05,117.9201,NA,NA,3.90000000000009,13.7335438984262
"184","1884_078_Vis3AO_Home3A",101,1,786,NA,0.5,0.8,2.1,2943.578,10.0671,115.6044,NA,NA,NA,2939.578,55.3335,71.4186,NA,NA,NA,10.6310103099376,4,NA,NA
"185","1884_078_Vis3AO_Home3A",168,1,9235,5207,0.5,0.6,1.9,4956.028,11.6346,117.6696,NA,NA,NA,4953.178,55.3539,72.5337,NA,NA,NA,11.4592504510548,2.85000000000036,NA,NA
"186","1884_079_Vis3AO_Home3A",134,0,7252,8790,0.5,0.55,1.85,NA,NA,NA,NA,NA,NA,3737.309,57.2223,77.7846,3738.059,-12.51,116.2551,15.1252986234983,NA,NA,16.6747869554606
"187","1884_079_Vis3AO_Home3A",197,1,7252,NA,0.45,0.55,1.8,5662.209,12.0105,117.7371,NA,NA,NA,5658.359,55.4061,73.2816,NA,NA,NA,12.0177074257114,3.84999999999945,NA,NA
"188","1884_079_Vis3AO_Home3A",233,1,8790,NA,0.55,0.65,1.9,6772.609,10.7838,117.5928,NA,NA,NA,6769.009,55.1718,71.7807,NA,NA,NA,11.0069261708253,3.60000000000036,NA,NA
"189","1884_079_Vis4AV_Home4A",51,0,7219,NA,0.45,0.75,2,1611.066,8.3046,122.1534,NA,NA,NA,1606.266,56.6742,70.9686,NA,NA,NA,9.41205883959508,4.79999999999995,NA,NA
"190","1884_080.5_Vis4AV_Home4A",61,1,337,NA,0.45,0.65,1.95,1833.141,10.5021,119.94,NA,NA,NA,1829.691,56.1273,74.9193,NA,NA,NA,12.9946121827471,3.45000000000005,NA,NA
"191","1884_080.5_Vis4AV_Home4A",163,0,8254,NA,0.5,0.7,1.9,5252.841,11.6967,118.4997,NA,NA,NA,5248.891,56.4609,72.18,NA,NA,NA,10.5059499718017,3.95000000000073,NA,NA
"192","1884_082_Vis2AO_Home2A",69,0,565,NA,0.45,0.8,2.05,1941.043,10.5225,117.6258,NA,NA,NA,1937.193,56.1825,72.4206,NA,NA,NA,10.8640205545645,3.84999999999991,NA,NA
"193","1884_085_Vis3AP_Home3A",132,1,345,NA,0.5,0.9,2.2,4241.309,10.4367,117.117,NA,NA,NA,4237.609,55.0965,73.5429,NA,NA,NA,12.4125017889223,3.69999999999982,NA,NA
"194","1884_086_Vis3AP_Home3A",12,0,2667,NA,0.5,0.55,1.85,342.488,11.0808,117.417,NA,NA,NA,338.238,55.2828,72.2823,NA,NA,NA,11.3109892197809,4.25,NA,NA
"195","1884_086_Vis3AP_Home3A",23,0,6071,NA,0.5,0.5,1.45,NA,NA,NA,NA,NA,NA,646.438,55.9032,72.4917,NA,NA,NA,11.0874817307628,NA,NA,NA
"196","1884_086_Vis3AP_Home3A",57,0,NA,4343,0.5,0.65,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730.688,-10.2465,122.1522,NA,NA,NA,11.4579708103137
"197","1884_086_Vis4AW_Home4A",215,1,337,NA,0.45,0.65,1.85,7229.707,12.0198,117.6414,NA,NA,NA,7227.107,55.9908,74.2842,NA,NA,NA,12.518648101133,2.60000000000036,NA,NA
"198","1884_087_Vis3AP_Home3A",70,0,345,NA,0.55,0.6,1.9,2406.246,9.8925,116.2869,NA,NA,NA,2401.546,55.143,72.7275,NA,NA,NA,11.7427264828063,4.70000000000027,NA,NA
"199","1884_087_Vis3AP_Home3A",192,1,9957,NA,0.5,0.7,2,6710.246,10.0701,117.2802,NA,NA,NA,6707.446,56.2503,73.2348,NA,NA,NA,11.4945765093804,2.80000000000018,NA,NA
"200","1884_087_Vis4AW_Home4A",69,0,5425,2778,0.5,0.65,1.75,NA,NA,NA,2192.062,-53.8578,74.8326,2186.512,57.7797,76.8651,2186.812,-14.3436,122.0955,14.0693336764752,NA,5.25,15.2518163249496
"201","1884_089_Vis2AP_Home2A",129,0,408,NA,0.45,1.3,2.6,3427.047,11.7936,117.4611,NA,NA,NA,3422.297,56.4987,71.7525,NA,NA,NA,10.1387802984383,4.75,NA,NA
"202","1884_091_Vis1AV_Home1A",109,0,626,753,0.45,0.75,1.65,NA,NA,NA,3819.224,-46.929,78.1965,3816.124,57.1122,78.1896,3815.974,-13.7571,122.2302,15.543091616535,NA,3.25,14.6546334123375
"203","1884_092.5_Vis2AP_Home2A",163,1,993,NA,0.5,0.65,1.8,4903.791,10.6146,117.4452,NA,NA,NA,4900.291,55.056,73.3179,NA,NA,NA,12.258561269986,3.5,NA,NA
"204","1884_092_Vis4AX_Home4A",244,0,7758,NA,0.5,0.6,1.8,8572.961,11.4291,117.0408,NA,NA,NA,8569.311,55.2519,71.7411,NA,NA,NA,10.9237754837785,3.64999999999964,NA,NA
"205","1884_093_Vis1AV_Home1A",58,0,435,NA,0.5,0.55,1.95,1919.665,10.8957,116.4003,NA,NA,NA,1916.015,54.7806,72.3138,NA,NA,NA,11.6647094605909,3.64999999999986,NA,NA
"206","1884_093_Vis1AV_Home1A",90,0,626,NA,0.55,0.6,1.85,2963.365,11.127,116.4756,NA,NA,NA,2959.715,56.6634,72.3525,NA,NA,NA,10.5315626480594,3.64999999999964,NA,NA
"207","1884_093_Vis4AX_Home4A",54,1,868,NA,0.5,0.65,2,1728.798,11.646,117.8319,NA,NA,NA,1724.598,56.6607,74.4726,NA,NA,NA,12.3443645138176,4.20000000000005,NA,NA
"208","1884_093_Vis4AX_Home4A",110,0,337,624,0.55,0.7,2.05,NA,NA,NA,NA,NA,NA,3713.76,58.5822,77.2179,3713.06,-11.4279,118.2816,14.154213974997,NA,NA,14.5453807433838
"209","1884_094_Vis1AW_Home1A",60,0,2347,6644,0.5,0.65,1.85,NA,NA,NA,NA,NA,NA,2110.605,55.2129,73.7061,2110.805,-13.6803,122.616,12.4739942127612,NA,NA,14.4534945286598
"210","1884_094_Vis1AW_Home1A",223,0,626,NA,0.5,0.8,2.05,8185.491,10.6023,116.5947,NA,NA,NA,8181.691,57.2994,72.0057,NA,NA,NA,9.89291023157494,3.80000000000018,NA,NA
"211","1884_096_Vis1AW_Home1A",166,0,4923,NA,0.495,0.693,1.881,6326.377,11.6631,118.2957,NA,NA,NA,6323.44,55.3344,72.6129,NA,NA,NA,11.5330678386108,2.93700000000081,NA,NA
"212","1884_096_Vis1AW_Home1A",227,1,753,NA,0.462,0.561,1.914,8761.098,10.3824,116.9661,NA,NA,NA,8758.458,53.8986,72.9801,NA,NA,NA,12.7516341686076,2.63999999999942,NA,NA
"213","1884_099_Vis3AQ_Home3A",205,1,9680,NA,0.6,0.8,2.05,6161.491,10.6716,117.0009,NA,NA,NA,6158.841,55.7952,74.0067,NA,NA,NA,12.3895915965781,2.64999999999964,NA,NA
"214","1884_099_Vis3AQ_Home3A",244,1,6485,NA,0.45,0.65,1.95,7551.741,11.1924,117.249,NA,NA,NA,7548.041,57.2025,73.0371,NA,NA,NA,10.8269568513041,3.69999999999982,NA,NA
"215","1884_100_Vis3AQ_Home3A",126,0,786,NA,0.45,0.7,1.95,3881.456,9.8517,115.8669,NA,NA,NA,3876.956,55.629,70.1496,NA,NA,NA,9.52319763314823,4.5,NA,NA
"216","1884_101_Vis3AQ_Home3A",8,1,3844,NA,0.55,2.1,2.7,178.925,12.0009,118.1724,NA,NA,NA,174.825,55.0899,73.443,NA,NA,NA,12.3369529062082,4.10000000000002,NA,NA
"217","1884_102_Vis4AY_Home4A",212,0,NA,6815,0.45,0.65,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,6679.898,-18.6447,120.5286,NA,NA,NA,19.8294286364988
"218","1884_103_Vis1AX_Home1A",156,0,2558,6074,0.45,0.65,1.95,NA,NA,NA,NA,NA,NA,5275.806,55.5567,77.1225,5276.056,-14.8713,121.1475,15.2021231786879,NA,NA,16.0861157505471
"219","1884_104_Vis1AX_Home1A",199,1,8685,NA,0.55,0.8,1.95,8139.728,10.9227,117.8028,NA,NA,NA,8135.278,53.9958,74.4252,NA,NA,NA,13.7843762528451,4.44999999999982,NA,NA
"220","1884_105_Vis1AX_Home1A",18,1,NA,753,0.6,0.7,1.6,NA,NA,NA,710.969,-47.2335,78.8418,NA,NA,NA,706.719,-9.6831,116.8194,NA,NA,4.25,14.2543529481348
"221","1884_105_Vis1AX_Home1A",24,1,963,NA,0.5,0.7,2,868.019,10.5969,116.6799,NA,NA,NA,863.769,55.6836,73.1976,NA,NA,NA,11.7859259593805,4.25,NA,NA
"222","1884_105_Vis1AX_Home1A",121,0,3723,NA,0.55,0.7,1.95,4434.269,10.8597,117.7833,NA,NA,NA,4430.469,56.7363,73.143,NA,NA,NA,11.1559777110749,3.80000000000018,NA,NA
"223","1884_105_Vis4AZ_Home4A",14,0,NA,3549,0.45,0.55,1.4,NA,NA,NA,339.326,-49.8369,78.8388,NA,NA,NA,335.476,-11.6886,119.0175,NA,NA,3.85000000000002,14.3140586910212
"224","1884_105_Vis4AZ_Home4A",37,1,NA,638,0.45,2.5,3.05,NA,NA,NA,1079.026,-54.4818,74.2104,NA,NA,NA,1072.476,-15.0423,124.4358,NA,NA,6.54999999999995,15.3088295741379
"225","1884_105_Vis4AZ_Home4A",183,0,4151,7094,0.5,0.65,1.8,NA,NA,NA,NA,NA,NA,6036.479,55.4451,73.4346,6036.929,-8.4057,119.5338,12.1177963000704,NA,NA,11.430634581247
"226","1884_105_Vis4AZ_Home4A",196,1,3549,NA,0.55,0.75,1.9,6535.279,10.3872,117.342,NA,NA,NA,6530.829,56.1021,73.3374,NA,NA,NA,11.6620219160315,4.45000000000073,NA,NA
"227","1884_105_Vis4AZ_Home4A",291,0,6203,NA,0.45,0.7,1.9,10039.579,11.9133,117.6918,NA,NA,NA,10035.829,57.0408,71.1441,NA,NA,NA,9.32707100058748,3.75,NA,NA
"228","1884_107_Vis1AY_Home1A",71,1,753,NA,0.561,0.627,1.914,2597.26,10.2189,115.9542,NA,NA,NA,2592.211,54.1512,72.3609,NA,NA,NA,12.1284280205639,5.04900000000043,NA,NA
"229","1884_107_Vis1AY_Home1A",88,1,630,NA,0.495,0.627,2.013,3164.497,10.6824,117.1242,NA,NA,NA,3160.042,55.233,71.4294,NA,NA,NA,10.7076216481532,4.45499999999993,NA,NA
"230","1884_107_Vis3AR_Home3A",33,0,5035,NA,0.5,0.6,1.85,1301.184,12.1137,118.1037,NA,NA,NA,1298.184,56.031,73.131,NA,NA,NA,11.5311960351041,3,NA,NA
"231","1884_107_Vis3AR_Home3A",146,0,4322,NA,0.5,0.6,1.8,4978.034,6.2541,124.2492,NA,NA,NA,4975.184,55.1745,75.2208,NA,NA,NA,13.7461397814077,2.84999999999945,NA,NA
"232","1884_107_Vis3AR_Home3A",228,1,334,NA,0.45,0.65,1.85,7845.134,10.7415,117.4521,NA,NA,NA,7840.434,56.0856,73.5216,NA,NA,NA,11.8246881531819,4.69999999999982,NA,NA
"233","1884_107_Vis3AR_Home3A",251,1,702,345,0.5,0.75,1.55,NA,NA,NA,8878.734,-47.3805,78.9573,8875.334,56.4438,73.0704,8875.284,-9.5118,118.6572,11.2510174917649,NA,3.45000000000073,12.8384975398214
"234","1884_108_Vis1AY_Home1A",55,0,5215,NA,0.5,0.7,1.85,1959.503,10.9827,117.1932,NA,NA,NA,1955.403,57.6165,72.0504,NA,NA,NA,9.76581591112591,4.09999999999991,NA,NA
"235","1884_108_Vis1AY_Home1A",133,0,NA,435,0.5,1.35,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,4741.753,-13.5822,121.0416,NA,NA,NA,14.9463638186684
"236","1884_108_Vis3AR_Home3A",172,0,345,NA,0.5,0.65,1.9,5584.327,10.4436,116.3874,NA,NA,NA,5580.627,54.7857,73.0017,NA,NA,NA,12.1816476463572,3.69999999999982,NA,NA
"237","1884_108_Vis3AR_Home3A",187,1,547,NA,0.5,1.35,2.05,6244.077,9.8802,116.7546,NA,NA,NA,6239.277,56.0916,72.2232,NA,NA,NA,10.7596773557575,4.80000000000018,NA,NA
"238","1884_109.5_Vis2AR_Home2A",119,0,513,NA,0.5,0.75,1.95,4163.368,11.4459,117.9594,NA,NA,NA,4159.668,54.9708,72.4329,NA,NA,NA,11.6281991318518,3.70000000000073,NA,NA
"239","1884_109_Vis1AY_Home1A",75,0,NA,753,0.495,1.881,2.838,NA,NA,NA,2816.119,-57.1494,71.4648,NA,NA,NA,2809.222,-13.2648,123.642,NA,NA,6.89699999999993,13.7546342386848
"240","1884_109_Vis1AY_Home1A",200,0,NA,2898,0.462,0.99,2.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,7835.325,-12.5871,117.6678,NA,NA,NA,15.8375968899957
"241","1884_109_Vis3AR_Home3A",34,0,702,NA,0.5,1.85,3.2,1149.84,12.438,117.8886,NA,NA,NA,1146.09,57.5499,74.1228,NA,NA,NA,11.6271665443478,3.75,NA,NA
"242","1884_109_Vis3AR_Home3A",210,1,572,NA,0.5,1.3,2.55,10588.24,10.4199,117.5847,NA,NA,NA,10583.94,55.9224,72.9084,NA,NA,NA,11.411699098732,4.29999999999927,NA,NA
"243","1884_109_Vis3AR_Home3A",291,1,4322,NA,0.5,0.65,2,13635.99,8.1834,122.34,NA,NA,NA,13632.34,57.2118,75.4653,NA,NA,NA,12.9867352067408,3.64999999999964,NA,NA
"244","1884_112_Vis1AZ_Home1A",27,1,626,NA,0.55,0.65,1.95,840.816,10.6305,117.6141,NA,NA,NA,837.066,56.7255,72.537,NA,NA,NA,10.6504356366301,3.75,NA,NA
"245","1884_112_Vis1AZ_Home1A",36,0,959,NA,0.55,0.65,2,1189.866,2.8797,127.6362,NA,NA,NA,1185.666,55.5981,73.2222,NA,NA,NA,11.8560315641449,4.20000000000005,NA,NA
"246","1884_112_Vis1AZ_Home1A",51,0,9496,NA,0.45,0.75,2,1740.066,11.0424,117.2244,NA,NA,NA,1736.316,55.4031,73.2003,NA,NA,NA,11.9543811926841,3.75,NA,NA
"247","1884_113_Vis1AZ_Home1A",35,0,598,NA,0.462,0.693,2.013,1319.338,9.9054,115.7802,NA,NA,NA,1314.289,53.3037,66.5529,NA,NA,NA,9.72289710425858,5.04899999999998,NA,NA
