"","game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z","Season","HomeTeam","AwayTeam","Day","pitch_time","exchange_time","pop_time"
"179","1884_077_Vis3AO_Home3A",173,5732640,-1.372896,-9.5673,2.262243,"Season_1884","Home3A","Vis3AO","day_077",0.5,0.5,1.4
"180","1884_077_Vis3AO_Home3A",71,2198290,-1.17012,-4.15878,3.65268,"Season_1884","Home3A","Vis3AO","day_077",0.45,0.75,1.5
"181","1884_078_Vis3AO_Home3A",101,2941828,1.176798,-5.63643,-0.397446,"Season_1884","Home3A","Vis3AO","day_078",0.5,0.8,2.1
"182","1884_078_Vis3AO_Home3A",168,4954328,0.777771,-5.96412,1.26594,"Season_1884","Home3A","Vis3AO","day_078",0.5,0.6,1.9
"183","1884_078_Vis3AO_Home3A",57,1594778,-0.2713827,-7.43694,1.798554,"Season_1884","Home3A","Vis3AO","day_078",0.45,0.7,2.05
"184","1884_078_Vis3AO_Home3A",63,1770478,-0.703503,-2.749488,2.097111,"Season_1884","Home3A","Vis3AO","day_078",0.5,0.55,1.5
"185","1884_079_Vis3AO_Home3A",134,3740509,-0.62952,-6.13359,1.64319,"Season_1884","Home3A","Vis3AO","day_079",0.5,0.55,1.85
"186","1884_079_Vis3AO_Home3A",197,5660659,-0.603915,-5.50593,2.580315,"Season_1884","Home3A","Vis3AO","day_079",0.45,0.55,1.8
"187","1884_079_Vis3AO_Home3A",233,6771109,0.636744,-7.55226,-0.426774,"Season_1884","Home3A","Vis3AO","day_079",0.55,0.65,1.9
"188","1884_079_Vis4AV_Home4A",51,1608816,-2.084574,-3.71952,2.161725,"Season_1884","Home4A","Vis4AV","day_079",0.45,0.75,2
"189","1884_080.5_Vis4AV_Home4A",163,5250991,-1.317579,-5.23284,1.596108,"Season_1884","Home4A","Vis4AV","day_080.5",0.5,0.7,1.9
"190","1884_080.5_Vis4AV_Home4A",61,1831791,-1.057098,-2.929056,1.093323,"Season_1884","Home4A","Vis4AV","day_080.5",0.45,0.65,1.95
"191","1884_082_Vis2AO_Home2A",69,1939293,0.469614,-2.783121,1.530747,"Season_1884","Home2A","Vis2AO","day_082",0.45,0.8,2.05
"192","1884_085_Vis3AP_Home3A",132,4239559,0.389868,-2.508357,2.357412,"Season_1884","Home3A","Vis3AP","day_085",0.5,0.9,2.2
"193","1884_086_Vis3AP_Home3A",12,340838,0.650571,-8.12433,2.663025,"Season_1884","Home3A","Vis3AP","day_086",0.5,0.55,1.85
"194","1884_086_Vis3AP_Home3A",23,648188,3.26142,-7.26171,2.268666,"Season_1884","Home3A","Vis3AP","day_086",0.5,0.5,1.45
"195","1884_086_Vis3AP_Home3A",57,1732488,0.0697803,-7.64037,1.065381,"Season_1884","Home3A","Vis3AP","day_086",0.5,0.65,2.05
"196","1884_086_Vis4AW_Home4A",215,7228057,-0.664311,-2.529864,1.857741,"Season_1884","Home4A","Vis4AW","day_086",0.45,0.65,1.85
"197","1884_087_Vis3AP_Home3A",192,6708696,2.698275,-4.9038,1.758288,"Season_1884","Home3A","Vis3AP","day_087",0.5,0.7,2
"198","1884_087_Vis3AP_Home3A",70,2404696,-0.591552,-4.93023,1.228692,"Season_1884","Home3A","Vis3AP","day_087",0.55,0.6,1.9
"199","1884_087_Vis4AW_Home4A",69,2188512,0.1848972,-5.71614,4.33254,"Season_1884","Home4A","Vis4AW","day_087",0.5,0.65,1.75
"200","1884_089_Vis2AP_Home2A",129,3424297,-1.771128,-3.54948,2.686497,"Season_1884","Home2A","Vis2AP","day_089",0.45,1.3,2.6
"201","1884_091_Vis1AV_Home1A",109,3817724,-1.246776,-2.528559,2.092797,"Season_1884","Home1A","Vis1AV","day_091",0.45,0.75,1.65
"202","1884_092.5_Vis2AP_Home2A",163,4902291,3.33429,-5.33913,5.42037,"Season_1884","Home2A","Vis2AP","day_092.5",0.5,0.65,1.8
"203","1884_092_Vis4AX_Home4A",244,8571511,-1.556127,-6.95232,1.901061,"Season_1884","Home4A","Vis4AX","day_092",0.5,0.6,1.8
"204","1884_093_Vis1AV_Home1A",58,1917815,-1.664952,-7.75563,2.561463,"Season_1884","Home1A","Vis1AV","day_093",0.5,0.55,1.95
"205","1884_093_Vis1AV_Home1A",90,2961665,-2.390199,-4.61685,1.234122,"Season_1884","Home1A","Vis1AV","day_093",0.55,0.6,1.85
"206","1884_093_Vis4AX_Home4A",110,3716460,0.866535,-3.40653,-0.486609,"Season_1884","Home4A","Vis4AX","day_093",0.55,0.7,2.05
"207","1884_093_Vis4AX_Home4A",54,1727198,-0.408414,-4.37745,1.848423,"Season_1884","Home4A","Vis4AX","day_093",0.5,0.65,2
"208","1884_094_Vis1AW_Home1A",223,8183641,1.329366,-8.26293,0.1576587,"Season_1884","Home1A","Vis1AW","day_094",0.5,0.8,2.05
"209","1884_094_Vis1AW_Home1A",60,2112655,0.660738,-5.77113,2.879286,"Season_1884","Home1A","Vis1AW","day_094",0.5,0.65,1.85
"210","1884_096_Vis1AW_Home1A",166,6324727,-1.349253,-4.12785,2.983998,"Season_1884","Home1A","Vis1AW","day_096",0.495,0.693,1.881
"211","1884_096_Vis1AW_Home1A",227,8759580,1.478031,-4.64154,2.595411,"Season_1884","Home1A","Vis1AW","day_096",0.462,0.561,1.914
"212","1884_099_Vis3AQ_Home3A",205,6159891,-1.946562,-4.88073,0.1196919,"Season_1884","Home3A","Vis3AQ","day_099",0.6,0.8,2.05
"213","1884_099_Vis3AQ_Home3A",244,7550141,0.66057,-5.49465,2.123433,"Season_1884","Home3A","Vis3AQ","day_099",0.45,0.65,1.95
"214","1884_100_Vis3AQ_Home3A",126,3879556,-1.693296,-2.619852,2.579643,"Season_1884","Home3A","Vis3AQ","day_100",0.45,0.7,1.95
"215","1884_101_Vis3AQ_Home3A",8,177725,-15.6087,6.3984,-0.0798,"Season_1884","Home3A","Vis3AQ","day_101",0.55,2.1,2.7
"216","1884_102_Vis4AY_Home4A",212,6682448,0.2094357,-4.74726,3.13824,"Season_1884","Home4A","Vis4AY","day_102",0.45,0.65,1.85
"217","1884_103_Vis1AX_Home1A",156,5279056,0.682506,-4.99398,1.700979,"Season_1884","Home1A","Vis1AX","day_103",0.45,0.65,1.95
"218","1884_104_Vis1AX_Home1A",199,8138078,0.91677,-7.89447,-1.56093,"Season_1884","Home1A","Vis1AX","day_104",0.55,0.8,1.95
"219","1884_105_Vis1AX_Home1A",121,4432419,0.749052,-2.829711,1.596936,"Season_1884","Home1A","Vis1AX","day_105",0.55,0.7,1.95
"220","1884_105_Vis1AX_Home1A",18,710019,1.75212,-7.50267,-0.2464806,"Season_1884","Home1A","Vis1AX","day_105",0.6,0.7,1.6
"221","1884_105_Vis1AX_Home1A",24,866369,1.227249,-6.45717,0.907137,"Season_1884","Home1A","Vis1AX","day_105",0.5,0.7,2
"222","1884_105_Vis4AZ_Home4A",14,338276,-0.311823,-3.75702,3.10146,"Season_1884","Home4A","Vis4AZ","day_105",0.45,0.55,1.4
"223","1884_105_Vis4AZ_Home4A",183,6038329,-0.589917,-6.8826,2.37318,"Season_1884","Home4A","Vis4AZ","day_105",0.5,0.65,1.8
"224","1884_105_Vis4AZ_Home4A",196,6533779,0.446913,-2.858973,0.2157615,"Season_1884","Home4A","Vis4AZ","day_105",0.55,0.75,1.9
"225","1884_105_Vis4AZ_Home4A",291,10037929,-0.1287309,-2.918424,1.873245,"Season_1884","Home4A","Vis4AZ","day_105",0.45,0.7,1.9
"226","1884_105_Vis4AZ_Home4A",37,1078026,-14.0472,-15.5754,0,"Season_1884","Home4A","Vis4AZ","day_105",0.45,2.5,3.05
"227","1884_107_Vis1AY_Home1A",71,2595709,1.305366,-6.30669,3.41097,"Season_1884","Home1A","Vis1AY","day_107",0.561,0.627,1.914
"228","1884_107_Vis1AY_Home1A",88,3162913,0.0053724,-5.07135,3.41235,"Season_1884","Home1A","Vis1AY","day_107",0.495,0.627,2.013
"229","1884_107_Vis3AR_Home3A",146,4976034,-0.593643,-6.68877,3.03681,"Season_1884","Home3A","Vis3AR","day_107",0.5,0.6,1.8
"230","1884_107_Vis3AR_Home3A",228,7843384,0.221763,-5.31966,2.113029,"Season_1884","Home3A","Vis3AR","day_107",0.45,0.65,1.85
"231","1884_107_Vis3AR_Home3A",251,8877734,0.531315,-4.0188,0.595062,"Season_1884","Home3A","Vis3AR","day_107",0.5,0.75,1.55
"232","1884_107_Vis3AR_Home3A",33,1299484,1.301175,-4.52313,1.601997,"Season_1884","Home3A","Vis3AR","day_107",0.5,0.6,1.85
"233","1884_108_Vis1AY_Home1A",133,4744703,-0.1284666,-2.62881,1.786293,"Season_1884","Home1A","Vis1AY","day_108",0.5,1.35,2.75
"234","1884_108_Vis1AY_Home1A",55,1957753,1.560048,-7.82835,2.409924,"Season_1884","Home1A","Vis1AY","day_108",0.5,0.7,1.85
"235","1884_108_Vis3AR_Home3A",172,5582527,-0.814689,-4.84125,2.707899,"Season_1884","Home3A","Vis3AR","day_108",0.5,0.65,1.9
"236","1884_108_Vis3AR_Home3A",187,6242277,-0.6882,0.5298,-0.0054,"Season_1884","Home3A","Vis3AR","day_108",0.5,1.35,2.05
"237","1884_109.5_Vis2AR_Home2A",119,4161618,-1.596048,-7.74327,3.38046,"Season_1884","Home2A","Vis2AR","day_109.5",0.5,0.75,1.95
"238","1884_109_Vis1AY_Home1A",200,7837932,2.611515,-4.80015,2.119965,"Season_1884","Home1A","Vis1AY","day_109",0.462,0.99,2.244
"239","1884_109_Vis1AY_Home1A",75,2811697,0.623157,-3.90639,1.277547,"Season_1884","Home1A","Vis1AY","day_109",0.495,1.881,2.838
"240","1884_109_Vis3AR_Home3A",210,10586440,0.847314,-6.20898,0.668934,"Season_1884","Home3A","Vis3AR","day_109",0.5,1.3,2.55
"241","1884_109_Vis3AR_Home3A",291,13634240,0.504684,-4.93188,0.753546,"Season_1884","Home3A","Vis3AR","day_109",0.5,0.65,2
"242","1884_109_Vis3AR_Home3A",34,1146990,0.446592,-4.35588,-0.02115426,"Season_1884","Home3A","Vis3AR","day_109",0.5,1.85,3.2
"243","1884_112_Vis1AZ_Home1A",27,839166,1.545408,-6.38619,2.941398,"Season_1884","Home1A","Vis1AZ","day_112",0.55,0.65,1.95
"244","1884_112_Vis1AZ_Home1A",36,1187616,1.866006,-6.92016,-0.50931,"Season_1884","Home1A","Vis1AZ","day_112",0.55,0.65,2
"245","1884_112_Vis1AZ_Home1A",51,1738266,-0.891306,-2.580216,3.37158,"Season_1884","Home1A","Vis1AZ","day_112",0.45,0.75,2
"246","1884_113_Vis1AZ_Home1A",35,1317556,-0.0633201,-4.0479,3.54279,"Season_1884","Home1A","Vis1AZ","day_113",0.462,0.693,2.013
"247","1884_114_Vis1AZ_Home1A",278,10138557,1.713819,-3.44763,-0.01645896,"Season_1884","Home1A","Vis1AZ","day_114",0.495,0.693,1.98
"248","1884_114_Vis2AS_Home2A",139,3956710,0.480504,-3.36741,2.283996,"Season_1884","Home2A","Vis2AS","day_114",0.45,0.65,1.85
"249","1884_114_Vis2AS_Home2A",187,5649260,1.441353,-3.17625,-0.874857,"Season_1884","Home2A","Vis2AS","day_114",0.55,1.95,3.15
"250","1884_114_Vis2AS_Home2A",64,1702010,-0.380016,-5.04444,1.182288,"Season_1884","Home2A","Vis2AS","day_114",0.5,0.65,2
"251","1884_115_Vis2AS_Home2A",137,4315016,0.904638,-7.78335,0.1345599,"Season_1884","Home2A","Vis2AS","day_115",0.55,0.75,2
"252","1884_117_Vis2AT_Home2A",170,4901191,2.280804,-7.57305,-1.205619,"Season_1884","Home2A","Vis2AT","day_117",0.55,2.15,3.25
"253","1884_117_Vis3AS_Home3A",156,4775557,-0.120675,-5.00097,2.176002,"Season_1884","Home3A","Vis3AS","day_117",0.5,0.65,1.8
"254","1884_117_Vis3AS_Home3A",58,1913057,13.9617,-22.3467,-0.1491,"Season_1884","Home3A","Vis3AS","day_117",0.45,8.45,8.65
"255","1884_117_Vis4BA_Home4A",21,590096,-0.603204,-3.49575,2.243619,"Season_1884","Home4A","Vis4BA","day_117",0.45,0.65,1.5
"256","1884_118_Vis1BA_Home1A",18,493321,1.795224,-6.33573,2.74311,"Season_1884","Home1A","Vis1BA","day_118",0.5,0.65,1.55
"257","1884_118_Vis1BA_Home1A",236,8508471,2.126376,-6.55293,1.548963,"Season_1884","Home1A","Vis1BA","day_118",0.55,0.9,2.1
"258","1884_118_Vis1BA_Home1A",33,968521,-0.1375791,-6.20361,-0.463344,"Season_1884","Home1A","Vis1BA","day_118",0.55,0.75,2
"259","1884_118_Vis3AS_Home3A",135,4276555,0.2878095,-5.45988,0.048903,"Season_1884","Home3A","Vis3AS","day_118",0.55,0.7,1.9
"260","1884_118_Vis3AS_Home3A",145,4644805,0.169674,-8.47719,3.30003,"Season_1884","Home3A","Vis3AS","day_118",0.5,0.6,1.85
"261","1884_118_Vis3AS_Home3A",69,2198637,0.034869,-2.370804,4.19739,"Season_1884","Home3A","Vis3AS","day_118",0.45,0.7,1.55
"262","1884_118_Vis4BB_Home4A",248,8977449,0.885543,-6.17022,-1.037187,"Season_1884","Home4A","Vis4BB","day_118",0.5,1.8,3
"263","1884_118_Vis4BB_Home4A",87,2912299,0.835902,-3.59475,2.768643,"Season_1884","Home4A","Vis4BB","day_118",0.45,0.6,1.5
"264","1884_119_Vis4BB_Home4A",205,6876913,1.5408,-7.3482,-0.1815,"Season_1884","Home4A","Vis4BB","day_119",0.5,2.7,3.25
"265","1884_120_Vis2AT_Home2A",94,3361761,0.9552,-3.861,-0.0963,"Season_1884","Home2A","Vis2AT","day_120",0.462,1.353,2.079
"266","1884_122_Vis2AU_Home2A",151,4699269,0.553791,0.608409,1.071603,"Season_1884","Home2A","Vis2AU","day_122",0.45,1.1,2.4
"267","1884_122_Vis2AU_Home2A",44,1317977,-1.011291,-6.28101,0.731706,"Season_1884","Home2A","Vis2AU","day_122",0.6,0.65,1.5
"268","1884_122_Vis2AU_Home2A",88,2757719,-0.813543,-3.411,1.323897,"Season_1884","Home2A","Vis2AU","day_122",0.45,0.7,1.9
"269","1884_123_Vis3AT_Home3A",107,3213607,-0.671553,-4.67211,2.25216,"Season_1884","Home3A","Vis3AT","day_123",0.55,0.65,1.8
"270","1884_123_Vis3AT_Home3A",250,8559162,-1.181364,-4.79733,-0.700266,"Season_1884","Home3A","Vis3AT","day_123",0.55,0.75,1.8
"271","1884_124_Vis3AT_Home3A",72,2470465,-0.01217199,-5.99484,2.393781,"Season_1884","Home3A","Vis3AT","day_124",0.55,0.6,1.8
"272","1884_126_Vis4BC_Home4A",55,1590526,4.6374,-10.9626,-0.354,"Season_1884","Home4A","Vis4BC","day_126",0.5,1.85,2.55
"273","1884_128_Vis1BB_Home1A",30,1125508,1.148022,-7.02543,-0.2150769,"Season_1884","Home1A","Vis1BB","day_128",0.55,0.65,1.85
"274","1884_128_Vis3AU_Home3A",70,2227664,0.784518,-7.27395,-0.634992,"Season_1884","Home3A","Vis3AU","day_128",0.55,0.7,1.9
"275","1884_129_Vis1BB_Home1A",136,4506381,1.617195,-6.36432,0.743427,"Season_1884","Home1A","Vis1BB","day_129",0.5,0.8,2.05
"276","1884_130_Vis1BB_Home1A",41,1350051,0.56766,-5.03409,2.455323,"Season_1884","Home1A","Vis1BB","day_130",0.528,0.627,1.782
"277","1884_130_Vis3AU_Home3A",122,4122834,0.437901,-4.34274,3.55386,"Season_1884","Home3A","Vis3AU","day_130",0.45,0.6,1.9
"278","1884_130_Vis3AU_Home3A",159,5162984,1.201734,-2.811042,1.796085,"Season_1884","Home3A","Vis3AU","day_130",0.45,0.65,1.8
"279","1884_130_Vis3AU_Home3A",183,6035484,0.512481,-2.776881,1.114623,"Season_1884","Home3A","Vis3AU","day_130",0.45,0.7,1.6
"280","1884_130_Vis3AU_Home3A",242,8198234,-0.1372344,-2.479599,2.066454,"Season_1884","Home3A","Vis3AU","day_130",0.5,0.75,1.6
"281","1884_130_Vis3AU_Home3A",29,880767,-0.998643,-2.840166,3.41826,"Season_1884","Home3A","Vis3AU","day_130",0.45,0.75,1.95
"282","1884_130_Vis3AU_Home3A",79,2591592,0.2329107,-7.90149,0.658041,"Season_1884","Home3A","Vis3AU","day_130",0.55,0.75,2.05
"283","1884_131_Vis1BB_Home1A",258,9090911,1.659159,-5.55735,2.99697,"Season_1884","Home1A","Vis1BB","day_131",0.462,0.561,1.815
"284","1884_131_Vis1BB_Home1A",7,202022,-0.589611,-3.79017,2.553822,"Season_1884","Home1A","Vis1BB","day_131",0.561,0.66,1.881
"285","1884_131_Vis2AV_Home2A",179,5971157,0.582441,-7.64541,3.47637,"Season_1884","Home2A","Vis2AV","day_131",0.5,0.65,1.9
"286","1884_132_Vis2AV_Home2A",25,824890,-1.315392,-2.773554,1.023678,"Season_1884","Home2A","Vis2AV","day_132",0.5,0.8,2
"287","1884_134.5_Vis2AW_Home2A",38,1085127,0.817458,-6.44328,-0.85614,"Season_1884","Home2A","Vis2AW","day_134.5",0.55,0.95,2.25
"288","1884_134_Vis4BD_Home4A",73,2559284,-0.315387,-2.550342,2.427195,"Season_1884","Home4A","Vis4BD","day_134",0.45,1.35,2.7
"289","1884_135_Vis1BC_Home1A",135,4783968,1.164666,-5.60856,1.668435,"Season_1884","Home1A","Vis1BC","day_135",0.45,0.65,1.9
"290","1884_135_Vis2AW_Home2A",36,1057900,0.1793805,-6.36078,-0.326952,"Season_1884","Home2A","Vis2AW","day_135",0.55,0.85,2.05
"291","1884_136_Vis1BC_Home1A",167,6574932,0.470433,-7.76463,2.218614,"Season_1884","Home1A","Vis1BC","day_136",0.5,0.7,1.8
"292","1884_136_Vis1BC_Home1A",69,2369990,-0.00466182,-5.52897,0.431565,"Season_1884","Home1A","Vis1BC","day_136",0.45,0.7,1.55
"293","1884_136_Vis1BC_Home1A",86,3083740,0.02456949,-4.1835,-0.1249338,"Season_1884","Home1A","Vis1BC","day_136",0.55,0.9,1.8
"294","1884_136_Vis4BD_Home4A",14,358448,-2.526807,-3.37809,1.199763,"Season_1884","Home4A","Vis4BD","day_136",0.45,0.75,1.6
"295","1884_136_Vis4BD_Home4A",267,8768098,10.5909,-14.2359,0,"Season_1884","Home4A","Vis4BD","day_136",0.5,2.3,3.3
"296","1884_137_Vis1BC_Home1A",72,2933133,-0.2930865,-4.34706,3.00888,"Season_1884","Home1A","Vis1BC","day_137",0.561,0.66,1.881
"297","1884_138_Vis3AV_Home3A",90,2850538,1.733271,-6.52977,-0.0554766,"Season_1884","Home3A","Vis3AV","day_138",0.5,0.65,2
"298","1884_139_Vis3AV_Home3A",181,6951082,-1.053123,-4.87365,-0.02051352,"Season_1884","Home3A","Vis3AV","day_139",0.5,0.7,1.55
"299","1884_142_Vis4BE_Home4A",97,3453859,-0.864495,-5.48373,2.427297,"Season_1884","Home4A","Vis4BE","day_142",0.5,0.65,2
